date,pre_close,open,high,low,close,volume,amt
2005-08-12,953.9920,954.7190,959.2680,933.9850,938.3160,2916814400.0000,14457553256.0000
2005-08-15,938.3160,937.7050,954.5020,936.1130,954.5020,2043081300.0000,10503460782.0000
2005-08-16,954.5020,955.2700,959.3430,939.9160,945.0580,2386181800.0000,12606079730.0000
2005-08-17,945.0580,943.4050,953.3420,930.3250,953.0120,2145776900.0000,10910460911.0000
2005-08-18,953.0120,954.1550,956.8410,919.1210,920.6710,3185532700.0000,15916423709.0000
2005-08-19,920.6710,918.0910,927.3200,910.0830,923.0380,2224267900.0000,10881501177.0000
2005-08-22,923.0380,923.1080,933.3510,919.2220,931.6730,1603101000.0000,7745835021.0000
2005-08-23,931.6730,931.8090,931.8090,915.0330,923.4140,1540648800.0000,7508824639.0000
2005-08-24,923.4140,923.5580,935.2300,923.5580,930.6510,1595974700.0000,7736512283.0000
2005-08-25,930.6510,930.9750,933.1960,920.6100,930.1180,1629205700.0000,7604864624.0000
2005-08-26,930.1180,930.2460,930.3250,921.8430,928.2580,1542980400.0000,7186198527.0000
2005-08-29,928.2580,928.3410,928.3410,913.7670,917.3710,1546226100.0000,7137708170.0000
2005-08-30,917.3710,916.0860,920.2080,912.8380,914.8800,1243817000.0000,5858436210.0000
2005-08-31,914.8800,915.1220,928.2120,911.5050,927.9160,1462363000.0000,7034282250.0000
2005-09-01,927.9160,928.5200,944.9470,926.0600,944.5590,2230638400.0000,10558677965.0000
2005-09-02,944.5590,945.9780,947.9180,941.3140,947.8710,1861443800.0000,8864773608.0000
2005-09-05,947.8710,949.0770,952.9850,944.6290,952.7170,1784331800.0000,8242226133.0000
2005-09-06,952.7170,953.4100,956.2970,934.9720,936.6100,2122225500.0000,10583985179.0000
2005-09-07,936.6100,934.9910,952.8960,932.6480,952.7580,1960846600.0000,9956808193.0000
2005-09-08,952.7580,954.2730,958.8670,947.7070,955.2820,2242439300.0000,11753260243.0000
2005-09-09,955.2820,955.1120,959.8980,946.0210,949.0650,1621931000.0000,7924193974.0000
2005-09-12,949.0650,949.7790,952.5510,945.4030,949.5060,1167261300.0000,5610130326.0000
2005-09-13,949.5060,949.5840,963.9210,948.1280,963.7740,1657943100.0000,7999031246.0000
2005-09-14,963.7740,964.9700,970.2630,961.6400,970.1930,1995829100.0000,9942627972.0000
2005-09-15,970.1930,970.5800,970.9640,965.6560,969.5980,1637767900.0000,8098160518.0000
2005-09-16,969.5980,969.6190,970.3700,964.2850,967.4950,1397857100.0000,6989327513.0000
2005-09-19,967.4950,967.4400,971.9870,964.2630,971.1360,1473742100.0000,7427481654.0000
2005-09-20,971.1360,971.3790,971.6500,957.1180,961.9190,1863660400.0000,9189438331.0000
2005-09-21,961.9190,961.3740,961.3740,943.8240,944.4080,1854189500.0000,8760459022.0000
2005-09-22,944.4080,942.7260,942.7260,914.2320,923.2740,1811552500.0000,8625589892.0000
2005-09-23,923.2740,921.5100,927.4190,914.8060,916.1540,1154764400.0000,5549882042.0000
2005-09-26,916.1540,915.8400,919.6500,913.6130,918.4850,883624100.0000,4398425669.0000
2005-09-27,918.4850,918.8660,921.1320,903.3870,904.2140,1108605600.0000,5576097392.0000
2005-09-28,904.2140,903.3280,910.3330,901.3820,903.7190,885031000.0000,4331475905.0000
2005-09-29,903.7190,904.2800,915.9750,904.2800,915.9750,1193897800.0000,5798238295.0000
2005-09-30,915.9750,916.5870,918.6620,913.4520,917.3920,900143300.0000,4529466676.0000
2005-10-10,917.3920,917.2110,917.2110,906.8800,907.3210,715845100.0000,3665624376.0000
2005-10-11,907.3210,906.6280,919.7960,904.0450,919.7200,775829500.0000,4032539378.0000
2005-10-12,919.7200,920.4530,926.0940,917.3770,923.4850,1220885200.0000,6653231000.0000
2005-10-13,923.4850,923.4260,926.0090,916.2750,916.4990,1082890400.0000,6021814326.0000
2005-10-14,916.4990,916.3370,917.8900,902.8130,904.8280,1012394000.0000,5568049025.0000
2005-10-17,904.8280,903.2660,903.2660,892.3590,897.6230,1055250600.0000,5516482064.0000
2005-10-18,897.6230,897.3660,903.0010,895.6220,902.3660,1136631700.0000,5849997730.0000
2005-10-19,902.3660,902.0360,907.8760,897.0450,898.7440,1103304800.0000,5474099406.0000
2005-10-20,898.7440,898.8910,900.1260,889.5690,899.9150,1260872500.0000,6082545635.0000
2005-10-21,899.9150,899.6450,907.7920,897.9860,904.4140,1136458800.0000,5645096184.0000
2005-10-24,904.4140,905.1290,908.4530,900.2290,906.6520,921898200.0000,4674775354.0000
2005-10-25,906.6520,905.9670,905.9670,893.6090,894.2720,1121340100.0000,5687104900.0000
2005-10-26,894.2720,892.6170,892.6170,873.8950,875.8200,1216712300.0000,5911800808.0000
2005-10-27,875.8200,873.4720,879.6680,869.7200,875.8490,1190858800.0000,5881848405.0000
2005-10-28,875.8490,875.8620,880.2060,859.6920,867.7290,1197337600.0000,5565266453.0000
2005-10-31,867.7290,866.6180,878.4090,866.1530,876.2820,1044365100.0000,4954801462.0000
2005-11-01,876.2820,875.9560,875.9560,862.6860,872.8650,1008274500.0000,4762514458.0000
2005-11-02,872.8650,873.3930,884.9360,873.3930,882.4780,1310497300.0000,6115386842.0000
2005-11-03,882.4780,882.1890,885.6810,872.1100,874.5750,1217918200.0000,5843191842.0000
2005-11-04,874.5750,873.3530,878.3610,869.6800,878.3610,956731000.0000,4570236086.0000
2005-11-07,878.3610,877.6170,877.6170,870.0820,877.2780,771325900.0000,3758294613.0000
2005-11-08,877.2780,876.4320,881.8950,870.9620,881.5240,1012876100.0000,4617261094.0000
2005-11-09,881.5240,881.5130,884.9420,878.6840,879.2520,1177440500.0000,5544780425.0000
2005-11-10,879.2520,878.6250,878.6250,862.0910,862.9680,1085377100.0000,5071603818.0000
2005-11-11,862.9680,861.2210,867.3280,857.7890,864.7900,921972000.0000,4221479222.0000
2005-11-14,864.7900,864.0810,864.2460,858.3440,862.1490,627167400.0000,2924317719.0000
2005-11-15,862.1490,862.0670,867.4600,853.8590,856.6350,825247800.0000,4158739868.0000
2005-11-16,856.6350,855.4490,863.1670,847.4900,863.1190,906613800.0000,4185382359.0000
2005-11-17,863.1190,863.0770,865.7910,859.0000,862.6580,881163700.0000,4120494742.0000
2005-11-18,862.6580,862.5790,886.5820,862.4030,882.2410,1759780300.0000,8353934317.0000
2005-11-21,882.2410,882.7900,886.1060,880.3000,883.8710,1025996300.0000,4897254555.0000
2005-11-22,883.8710,883.9310,883.9310,869.5300,869.6170,1059723600.0000,4500600972.0000
2005-11-23,869.6170,868.0050,876.8160,866.1900,876.2290,991692000.0000,3944070407.0000
2005-11-24,876.2290,875.8270,885.7450,874.8790,881.4930,1462900800.0000,6102429919.0000
2005-11-25,881.4930,881.2480,884.1620,877.2620,884.1050,1300354600.0000,5127946933.0000
2005-11-28,884.1050,883.2410,886.7430,877.6370,880.1670,973973500.0000,4239101597.0000
2005-11-29,880.1670,879.2540,879.2540,870.5640,871.3100,841499400.0000,3597357382.0000
2005-11-30,871.3100,870.4520,873.9330,866.9840,873.8250,804073800.0000,3676845309.0000
2005-12-01,873.8250,873.4740,877.3120,870.7030,873.0670,706923500.0000,3355702993.0000
2005-12-02,873.0670,872.9300,875.8250,866.3740,869.9360,849202100.0000,3937214093.0000
2005-12-05,869.9360,869.4270,869.4270,858.8590,859.6100,1028689700.0000,4606548004.0000
2005-12-06,859.6100,858.1080,867.1870,855.7150,866.0750,1030351400.0000,4737134619.0000
2005-12-07,866.0750,865.7240,873.9990,865.0170,873.8380,984295500.0000,4368779146.0000
2005-12-08,873.8380,874.1320,877.9700,870.1220,874.0560,1025917400.0000,5018813137.0000
2005-12-09,874.0560,873.6930,887.5680,871.2610,887.3580,1271952600.0000,5793086795.0000
2005-12-12,887.3580,887.0640,890.6940,884.2560,888.5180,1069928000.0000,5082260512.0000
2005-12-13,888.5180,887.9960,889.2210,880.7430,889.1010,1054723800.0000,5148218278.0000
2005-12-14,889.1010,888.6040,899.0110,884.3680,898.1530,1386837600.0000,6757243552.0000
2005-12-15,898.1530,898.3820,904.0120,895.1680,896.4340,1625978200.0000,7498123901.0000
2005-12-16,896.4340,895.8270,902.7470,894.0990,902.5610,1145210700.0000,5418465602.0000
2005-12-19,902.5610,902.0490,904.4720,898.7940,902.9100,993632700.0000,4380561278.0000
2005-12-20,902.9100,902.7460,907.3180,899.6620,907.3180,1029465900.0000,4665761570.0000
2005-12-21,907.3180,907.0530,910.9330,902.1140,903.1440,1027397600.0000,4892864878.0000
2005-12-22,903.1440,902.3710,909.0610,900.6640,908.7540,894702600.0000,4441384591.0000
2005-12-23,908.7540,908.9600,915.8900,908.5140,915.8900,1190699900.0000,5799046691.0000
2005-12-26,915.8900,916.6680,925.0050,916.4090,922.3780,1534265000.0000,7501782773.0000
2005-12-27,922.3780,922.4390,922.4390,916.0050,919.3600,1205035900.0000,5640640118.0000
2005-12-28,919.3600,919.0510,920.9840,915.1160,920.9190,1213103200.0000,5731256513.0000
2005-12-29,920.9190,921.1440,932.0310,921.1440,932.0310,1725495900.0000,8798040548.0000
2005-12-30,932.0310,933.4500,933.9990,921.8340,923.4510,1560025100.0000,8517980122.0000
2006-01-04,923.4510,926.5590,941.4280,926.4120,941.4280,2112689900.0000,11442608327.0000
2006-01-05,941.4280,943.8500,959.6250,942.3080,959.1340,2731174300.0000,14693493720.0000
2006-01-06,959.1340,961.9150,975.6280,956.0400,970.0320,3028636800.0000,16170989866.0000
2006-01-09,970.0320,971.0890,976.2730,966.0530,975.2530,2432955200.0000,12626400277.0000
2006-01-10,975.2530,975.2820,978.2770,964.4300,978.1540,2273530200.0000,12344022953.0000
2006-01-11,978.1540,977.6440,983.3900,963.3940,973.4770,2652413800.0000,13488346780.0000
2006-01-12,973.4770,972.3890,984.0760,968.5380,983.7160,2189668000.0000,11028175836.0000
2006-01-13,983.7160,985.0390,988.1110,973.6850,978.8090,2228186100.0000,11215633222.0000
2006-01-16,978.8090,977.8860,977.8860,960.8790,961.4390,2030521500.0000,9896151721.0000
2006-01-17,961.4390,959.3950,965.9840,952.2340,964.2900,1603727600.0000,8076118846.0000
2006-01-18,964.2900,964.1600,984.6720,963.0770,983.6220,2082351800.0000,10389841771.0000
2006-01-19,983.6220,985.2320,992.2720,978.2780,991.2220,2645560900.0000,12714862349.0000
2006-01-20,991.2220,991.5720,994.5000,987.0600,993.3400,2614706200.0000,12929890431.0000
2006-01-23,993.3400,993.7440,997.3320,989.3420,996.1620,2254601900.0000,11459294356.0000
2006-01-24,996.1620,997.7910,1006.1460,993.3940,999.0930,2419799100.0000,13914239772.0000
2006-01-25,999.0930,998.8280,1009.6480,989.5140,1009.5970,2180075800.0000,11644197379.0000
2006-02-06,1009.5970,1013.4250,1033.3540,1012.8070,1033.2340,2503877100.0000,13466978183.0000
2006-02-07,1033.2340,1034.6780,1038.5010,1019.9360,1029.9370,3295478700.0000,17669257813.0000
2006-02-08,1029.9370,1028.4450,1033.3990,1022.9370,1033.0720,2698672900.0000,13692515175.0000
2006-02-09,1033.0720,1033.1920,1033.1920,1017.0470,1019.5990,2383960100.0000,12115067169.0000
2006-02-10,1019.5990,1019.4160,1032.5980,1018.4820,1032.3370,2202445300.0000,11411753871.0000
2006-02-13,1032.3370,1034.3810,1034.6420,1021.8390,1031.6140,2215729800.0000,11454695538.0000
2006-02-14,1031.6140,1032.6450,1038.8100,1030.4610,1038.5310,1855622000.0000,9730559347.0000
2006-02-15,1038.5310,1040.3320,1048.3440,1038.7440,1041.6600,2478462800.0000,12747811508.0000
2006-02-16,1041.6600,1041.6650,1041.6650,1019.2100,1020.1210,2615989200.0000,13407183725.0000
2006-02-17,1020.1210,1020.0630,1028.5740,1015.9920,1020.3680,2102687500.0000,10774127956.0000
2006-02-20,1020.3680,1020.7400,1030.0520,1020.0150,1021.6390,1881888300.0000,10303300141.0000
2006-02-21,1021.6390,1020.9770,1038.9370,1014.6630,1038.8160,2367803900.0000,13180216400.0000
2006-02-22,1038.8160,1039.6490,1046.4500,1036.3800,1037.8850,2538070400.0000,13435059019.0000
2006-02-23,1037.8850,1038.2530,1041.5920,1029.2480,1041.3730,1978503700.0000,10259755542.0000
2006-02-24,1041.3730,1041.9700,1049.6880,1041.9700,1049.4440,1967610400.0000,10286380796.0000
2006-02-27,1049.4440,1055.9470,1057.2230,1045.9670,1047.8450,2287209900.0000,12520438962.0000
2006-02-28,1047.8450,1046.7130,1053.7200,1033.6610,1053.0100,1935326700.0000,10427830678.0000
2006-03-01,1053.0100,1051.7590,1057.6930,1049.6420,1056.6190,1942573000.0000,10518419421.0000
2006-03-02,1056.6190,1055.8580,1056.0530,1034.6800,1038.6660,2487786100.0000,13748692907.0000
2006-03-03,1038.6660,1037.9880,1043.4220,1029.5610,1041.6770,2120053900.0000,11437141697.0000
2006-03-06,1041.6770,1041.6590,1044.4170,1036.1080,1038.8730,1787096300.0000,9091203924.0000
2006-03-07,1038.8730,1037.9280,1037.9760,1013.1420,1014.9730,1933651600.0000,9676508800.0000
2006-03-08,1014.9730,1012.5780,1014.9650,999.9310,1009.2710,1746305500.0000,8818082801.0000
2006-03-09,1009.2710,1006.9650,1010.9100,1002.1960,1004.3440,1273509900.0000,6640051345.0000
2006-03-10,1004.3440,1004.7470,1011.7620,1004.6880,1008.8970,1188798300.0000,6337829115.0000
2006-03-13,1008.8970,1008.8030,1020.8760,1008.5130,1019.8640,1176591100.0000,6101943506.0000
2006-03-14,1019.8640,1020.4680,1021.6510,1012.1120,1018.2720,1134803000.0000,5861599356.0000
2006-03-15,1018.2720,1018.1540,1028.9650,1017.0810,1028.9580,1484206800.0000,7822300458.0000
2006-03-16,1028.9580,1028.9600,1029.8050,1025.5230,1027.6160,1478433900.0000,7936360041.0000
