date,pre_close,open,high,low,close,volume,amt
2011-06-03,833.7370,833.4390,849.7270,832.5250,847.5450,195806482.0000,4140481750.5000
2011-06-07,847.5450,845.2540,848.2220,842.4610,847.7090,159894018.0000,3329774331.8000
2011-06-08,847.7090,846.6720,846.9250,836.9870,844.9780,204343610.0000,4330929504.6000
2011-06-09,844.9780,843.5840,843.5840,828.0160,828.0160,201761183.0000,4139096519.5000
2011-06-10,828.0160,825.5480,826.5360,811.0900,824.0300,178581679.0000,3664235123.9000
2011-06-13,824.0300,820.2410,833.2490,811.3850,829.3590,161404684.0000,3333026232.0000
2011-06-14,829.3590,829.5140,840.6880,829.2730,838.4740,170302837.0000,3507106824.9000
2011-06-15,838.4740,837.5350,840.5350,826.9420,827.5330,207305279.0000,4080173942.3000
2011-06-16,827.5330,822.3660,822.5460,809.9330,810.7090,173152371.0000,3371612669.7000
2011-06-17,810.7090,809.1560,813.2070,801.3050,802.6370,142862818.0000,2766364686.7000
2011-06-20,802.6370,800.6180,800.6180,787.5650,791.7580,147788893.0000,2876137887.7000
2011-06-21,791.7580,791.9950,796.8520,786.3270,795.6080,150840185.0000,2999276968.9000
2011-06-22,795.6080,797.4180,798.2370,788.5580,791.5130,184772575.0000,3505316834.9000
2011-06-23,791.5130,790.7040,815.7830,783.8600,814.4440,304326915.0000,5943584223.8000
2011-06-24,814.4440,812.3050,835.3020,810.5780,832.3240,350695682.0000,6994283301.3000
2011-06-27,832.3240,832.6160,850.3910,832.6160,843.8590,339741678.0000,6864339756.7000
2011-06-28,843.8590,843.9830,844.9610,836.9400,844.1770,232966100.0000,4672379406.9000
2011-06-29,844.1770,844.8460,850.3600,836.3760,836.3840,287080497.0000,5872463058.3000
2011-06-30,836.3840,834.8240,846.8770,834.8240,845.9190,241228106.0000,4891355593.4000
2011-07-01,845.9190,847.5370,862.3440,847.5370,855.2700,305268183.0000,6170353263.1000
2011-07-04,855.2700,856.5040,876.1680,856.5040,876.1680,360597140.0000,7354353004.7000
2011-07-05,876.1680,877.5220,885.7750,876.8990,883.4170,342903458.0000,7175435690.3000
2011-07-06,883.4170,881.6020,894.2770,877.8240,894.2770,400558739.0000,8639829129.5000
2011-07-07,894.2770,893.5990,911.8740,891.7280,899.7980,498036828.0000,10655699413.0000
2011-07-08,899.7980,899.4680,902.0490,888.2190,894.9090,335070479.0000,7319717334.9000
2011-07-11,894.9090,894.0730,903.9040,889.8230,903.3100,313854308.0000,6624468032.7000
2011-07-12,903.3100,895.4910,898.9850,888.5750,891.5160,413416102.0000,8670303103.5000
2011-07-13,891.5160,890.2990,913.0850,890.2990,913.0850,377335845.0000,8157268351.5000
2011-07-14,913.0850,913.4940,932.7750,913.4940,932.7750,512431921.0000,10920512361.1000
2011-07-15,932.7750,935.5420,951.3950,933.4900,951.1380,642902223.0000,13881473889.3000
2011-07-18,951.1380,952.0260,959.2730,944.1000,946.1180,488646895.0000,11029387607.1000
2011-07-19,946.1180,940.4240,940.4240,924.0900,927.2970,424288952.0000,9703353571.3000
2011-07-20,927.2970,932.2110,937.7540,920.2190,930.8280,365224882.0000,8278149377.1000
2011-07-21,930.8280,930.2590,930.8860,915.3680,915.3680,332178741.0000,7316010193.2000
2011-07-22,915.3680,917.6310,929.9280,917.6310,923.9950,327215677.0000,7457390155.3000
2011-07-25,923.9950,920.8520,920.8520,884.1010,887.0630,431344482.0000,9649923530.1000
2011-07-26,887.0630,884.0150,892.5400,878.1640,892.5400,291190735.0000,6559334311.6000
